product_id,date,stock_received,damaged_stock
124290,Apr-2026,1,0
219598,Apr-2026,2,0
449106,Apr-2026,1,0
853932,Apr-2026,2,0
970529,Apr-2026,1,0
927651,Apr-2026,1,0
82484,Apr-2026,1,0
440875,Apr-2026,1,0
585299,Apr-2026,1,0
52729,Apr-2026,1,0
373536,Apr-2026,2,0
564692,Apr-2026,1,0
642612,Apr-2026,1,0
784673,Apr-2026,2,0
425341,Apr-2026,1,0
771228,Apr-2026,1,0
837480,Apr-2026,1,0
799459,Apr-2026,1,0
123983,Apr-2026,1,0
237083,Apr-2026,1,0
154179,Apr-2026,1,0
298985,Apr-2026,1,0
679284,Apr-2026,2,0
669378,Apr-2026,1,0
965755,Apr-2026,1,0
196719,Apr-2026,2,0
847349,Apr-2026,2,0
871592,Apr-2026,1,0
284460,Apr-2026,2,0
70969,Apr-2026,2,0
397973,Apr-2026,1,0
462526,Apr-2026,1,0
376447,Apr-2026,1,0
146840,Apr-2026,2,0
382511,Apr-2026,2,0
67197,Apr-2026,2,0
741341,Apr-2026,2,0
500739,Apr-2026,2,0
949818,Apr-2026,1,0
361361,Apr-2026,2,0
658389,Apr-2026,1,0
762527,Apr-2026,1,0
832348,Apr-2026,1,0
991434,Apr-2026,1,0
319388,Apr-2026,4,0
687218,Apr-2026,1,0
328457,Apr-2026,1,0
300159,Apr-2026,4,0
561860,Apr-2026,1,0
712307,Apr-2026,1,0
532965,Apr-2026,2,0
969851,Apr-2026,2,0
33955,Apr-2026,2,0
131937,Apr-2026,1,0
187399,Apr-2026,1,0
272170,Apr-2026,2,0
901144,Apr-2026,2,0
764014,Apr-2026,2,0
945635,Apr-2026,1,0
937542,Apr-2026,2,0
490602,Apr-2026,2,0
644847,Apr-2026,1,0
993331,Apr-2026,2,0
704868,Apr-2026,1,0
455755,Apr-2026,2,0
91670,Apr-2026,2,0
336847,Apr-2026,1,0
677542,Apr-2026,1,0
894539,Apr-2026,1,0
739534,Apr-2026,1,0
473647,Apr-2026,1,0
385113,Apr-2026,1,0
647462,Apr-2026,1,0
34200,Apr-2026,1,0
859361,Apr-2026,1,0
140154,Apr-2026,1,0
366066,Apr-2026,2,0
600767,Apr-2026,1,0
6405,Apr-2026,2,0
820973,Apr-2026,1,0
930284,Apr-2026,1,0
4452,Apr-2026,1,0
57405,Apr-2026,1,0
951463,Apr-2026,2,0
243235,Apr-2026,2,0
256783,Apr-2026,1,0
525531,Apr-2026,1,0
557908,Apr-2026,1,0
799459,Apr-2026,2,0
851978,Apr-2026,1,0
114414,Apr-2026,1,0
153019,Apr-2026,2,0
222892,Apr-2026,1,0
516376,Apr-2026,2,0
39154,Apr-2026,2,0
284460,Apr-2026,1,0
146840,Apr-2026,1,0
136533,Apr-2026,2,0
382511,Apr-2026,1,0
15314,Apr-2026,1,0
880510,Apr-2026,1,0
891833,Apr-2026,1,0
833557,Apr-2026,2,0
734789,Apr-2026,2,0
361361,Apr-2026,1,0
952168,Apr-2026,1,0
587420,Apr-2026,1,0
991434,Apr-2026,2,0
540618,Apr-2026,1,0
681063,Apr-2026,2,0
118820,Apr-2026,2,0
712307,Apr-2026,2,0
962054,Apr-2026,2,0
378676,Apr-2026,2,0
969851,Apr-2026,1,0
470449,Apr-2026,1,0
652118,Apr-2026,1,0
487931,Apr-2026,1,0
120532,Apr-2026,2,0
435929,Apr-2026,2,0
552496,Apr-2026,1,0
455755,Apr-2026,1,0
894539,Apr-2026,2,0
709916,Apr-2026,2,0
490939,Apr-2026,2,0
799688,Apr-2026,2,0
684939,Apr-2026,1,0
51036,Apr-2026,1,0
953175,Apr-2026,1,0
942001,Apr-2026,1,0
120385,Apr-2026,2,0
661577,Apr-2026,1,0
243235,Apr-2026,1,0
186168,Apr-2026,1,0
537274,Apr-2026,1,0
726958,Apr-2026,1,0
425341,Apr-2026,2,0
677169,Apr-2026,1,0
557908,Apr-2026,2,0
587645,Apr-2026,2,0
992178,Apr-2026,1,0
56589,Apr-2026,1,0
26060,Apr-2026,1,0
33797,Apr-2026,2,0
673058,Apr-2026,1,0
478531,Apr-2026,1,0
654297,Apr-2026,1,0
397973,Apr-2026,2,0
888807,Apr-2026,1,0
714999,Apr-2026,1,0
690565,Apr-2026,1,0
961614,Apr-2026,1,0
654623,Apr-2026,1,0
313754,Apr-2026,1,0
832348,Apr-2026,2,0
540618,Apr-2026,2,0
60619,Apr-2026,1,0
107548,Apr-2026,2,0
228286,Apr-2026,1,0
561860,Apr-2026,2,0
712003,Apr-2026,2,0
890232,Apr-2026,1,0
606256,Apr-2026,1,0
611575,Apr-2026,1,0
901144,Apr-2026,1,0
53833,Apr-2026,1,0
120532,Apr-2026,1,0
760684,Apr-2026,1,0
131136,Apr-2026,1,0
317242,Apr-2026,2,0
461804,Apr-2026,2,0
94225,Apr-2026,2,0
18035,Apr-2026,1,0
552496,Apr-2026,2,0
709916,Apr-2026,1,0
365133,Apr-2026,2,0
863930,Apr-2026,1,0
473647,Apr-2026,2,0
753354,Apr-2026,1,0
672059,Apr-2026,1,0
799688,Apr-2026,1,0
432617,Apr-2026,1,0
951463,Apr-2026,1,0
256783,Apr-2026,2,0
726958,Apr-2026,2,0
566052,Apr-2026,2,0
264803,Apr-2026,1,0
56589,Apr-2026,2,0
679284,Apr-2026,1,0
240179,Apr-2026,1,0
669378,Apr-2026,2,0
39154,Apr-2026,1,0
34186,Apr-2026,1,0
473929,Apr-2026,2,0
818522,Apr-2026,1,0
462526,Apr-2026,2,0
89084,Apr-2026,2,0
257719,Apr-2026,1,0
500739,Apr-2026,1,0
500633,Apr-2026,2,0
833557,Apr-2026,1,0
337168,Apr-2026,1,0
883013,Apr-2026,2,0
949818,Apr-2026,2,0
654623,Apr-2026,2,0
313754,Apr-2026,2,0
563740,Apr-2026,2,0
914071,Apr-2026,1,0
567671,Apr-2026,2,0
681063,Apr-2026,1,0
679321,Apr-2026,1,0
513199,Apr-2026,1,0
890232,Apr-2026,2,0
532965,Apr-2026,1,0
306177,Apr-2026,2,0
487931,Apr-2026,2,0
903336,Apr-2026,1,0
354409,Apr-2026,2,0
317242,Apr-2026,1,0
327290,Apr-2026,2,0
451933,Apr-2026,1,0
739448,Apr-2026,2,0
767398,Apr-2026,1,0
803607,Apr-2026,2,0
366066,Apr-2026,1,0
433521,Apr-2026,1,0
707935,Apr-2026,1,0
120385,Apr-2026,1,0
131748,Apr-2026,1,0
757274,Apr-2026,1,0
642612,Apr-2026,2,0
784673,Apr-2026,1,0
771228,Apr-2026,2,0
760828,Apr-2026,2,0
451812,Apr-2026,2,0
677169,Apr-2026,2,0
274207,Apr-2026,1,0
706112,Apr-2026,1,0
444361,Apr-2026,1,0
516376,Apr-2026,1,0
818990,Apr-2026,2,0
473929,Apr-2026,1,0
952124,Apr-2026,1,0
41853,Apr-2026,2,0
798639,Apr-2026,1,0
329351,Apr-2026,1,0
883013,Apr-2026,1,0
578097,Apr-2026,2,0
487065,Apr-2026,1,0
690565,Apr-2026,2,0
658389,Apr-2026,2,0
602241,Apr-2026,2,0
587420,Apr-2026,2,0
319388,Apr-2026,1,0
687218,Apr-2026,2,0
300159,Apr-2026,1,0
378676,Apr-2026,1,0
305754,Apr-2026,2,0
398340,Apr-2026,2,0
611575,Apr-2026,2,0
721521,Apr-2026,2,0
764014,Apr-2026,1,0
876139,Apr-2026,1,0
807452,Apr-2026,2,0
451933,Apr-2026,2,0
36412,Apr-2026,1,0
747801,Apr-2026,2,0
739534,Apr-2026,2,0
133542,Apr-2026,1,0
615545,Apr-2026,1,0
6405,Apr-2026,1,0
367391,Apr-2026,1,0
613942,Apr-2026,1,0
566052,Apr-2026,1,0
137909,Apr-2026,1,0
154179,Apr-2026,2,0
812607,Apr-2026,1,0
77308,Apr-2026,1,0
552883,Apr-2026,2,0
555121,Apr-2026,2,0
818522,Apr-2026,2,0
734789,Apr-2026,1,0
378230,Apr-2026,2,0
962591,Apr-2026,2,0
194682,Apr-2026,2,0
667163,Apr-2026,2,0
760684,Apr-2026,2,0
807452,Apr-2026,1,0
461804,Apr-2026,1,0
700048,Apr-2026,1,0
140489,Apr-2026,1,0
63769,Apr-2026,1,0
784827,Apr-2026,1,0
433521,Apr-2026,2,0
661577,Apr-2026,2,0
913428,Apr-2026,2,0
451812,Apr-2026,1,0
153019,Apr-2026,1,0
890623,Apr-2026,1,0
891833,Apr-2026,2,0
798639,Apr-2026,2,0
183929,Apr-2026,2,0
578097,Apr-2026,1,0
481843,Apr-2026,2,0
679321,Apr-2026,2,0
378287,Apr-2026,2,0
513199,Apr-2026,2,0
187399,Apr-2026,2,0
272170,Apr-2026,1,0
721521,Apr-2026,1,0
91670,Apr-2026,1,0
448752,Apr-2026,2,0
112390,Apr-2026,2,0
490939,Apr-2026,1,0
256051,Apr-2026,1,0
52729,Apr-2026,2,0
757274,Apr-2026,2,0
706112,Apr-2026,2,0
114414,Apr-2026,2,0
34186,Apr-2026,2,0
871592,Apr-2026,2,0
70969,Apr-2026,1,0
741341,Apr-2026,1,0
500633,Apr-2026,1,0
799952,Apr-2026,1,0
659290,Apr-2026,2,0
961614,Apr-2026,2,0
563740,Apr-2026,1,0
990993,Apr-2026,2,0
228286,Apr-2026,2,0
712003,Apr-2026,1,0
491314,Apr-2026,1,0
692985,Apr-2026,2,0
876139,Apr-2026,2,0
144124,Apr-2026,2,0
753354,Apr-2026,2,0
564692,Apr-2026,2,0
525531,Apr-2026,2,0
913428,Apr-2026,1,0
33797,Apr-2026,1,0
673058,Apr-2026,2,0
196719,Apr-2026,1,0
812607,Apr-2026,2,0
847349,Apr-2026,1,0
455083,Apr-2026,2,0
542300,Apr-2026,2,0
567671,Apr-2026,1,0
194682,Apr-2026,1,0
118820,Apr-2026,1,0
492958,Apr-2026,2,0
853932,Apr-2026,1,0
373536,Apr-2026,1,0
186168,Apr-2026,2,0
237083,Apr-2026,2,0
965755,Apr-2026,2,0
14145,Apr-2026,1,0
349294,Apr-2026,2,0
962591,Apr-2026,1,0
925482,Apr-2026,1,0
903336,Apr-2026,2,0
490602,Apr-2026,1,0
679865,Apr-2026,2,0
897083,Apr-2026,2,0
448752,Apr-2026,1,0
385113,Apr-2026,2,0
449106,Apr-2026,2,0
51036,Apr-2026,2,0
367391,Apr-2026,2,0
760828,Apr-2026,1,0
723678,Apr-2026,2,0
123983,Apr-2026,2,0
848226,Apr-2026,2,0
799952,Apr-2026,2,0
337168,Apr-2026,2,0
491521,Apr-2026,1,0
171602,Apr-2026,2,0
962054,Apr-2026,1,0
621677,Apr-2026,2,0
945635,Apr-2026,2,0
131136,Apr-2026,2,0
94225,Apr-2026,1,0
18035,Apr-2026,2,0
9436,Apr-2026,1,0
256051,Apr-2026,2,0
587645,Apr-2026,1,0
137909,Apr-2026,2,0
992178,Apr-2026,2,0
319388,Apr-2026,2,0
689769,Apr-2026,1,0
954722,Apr-2026,2,0
968887,Apr-2026,1,0
34200,Apr-2026,2,0
63769,Apr-2026,2,0
217710,Apr-2026,2,0
714999,Apr-2026,2,0
880510,Apr-2026,2,0
324809,Apr-2026,2,0
491521,Apr-2026,2,0
107548,Apr-2026,1,0
365132,Apr-2026,2,0
623234,Apr-2026,2,0
820541,Apr-2026,2,0
747801,Apr-2026,1,0
700048,Apr-2026,2,0
767398,Apr-2026,2,0
723678,Apr-2026,1,0
264803,Apr-2026,2,0
349294,Apr-2026,1,0
