campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,roas_calculated
877083,Membership Drive,02/11/2024,Premium,SMS,3446,155,51,"£3,415.84","£8,018.45",3.18,2.347431379
228966,Category Promotion,02/11/2024,Premium,SMS,8998,632,55,"£4,905.70","£8,801.61",3.79,1.794159855
531307,App Push Notification,02/11/2024,All,App,7562,975,73,"£2,298.76","£7,097.94",1.8,3.087725556
51098,Email Campaign,02/11/2024,New Users,SMS,1423,802,40,"£1,818.73","£4,672.26",3.83,2.568968456
501568,Referral Program,02/11/2024,Premium,Email,7215,508,25,"£2,202.62","£3,845.10",1.84,1.745693765
703072,New User Discount,01/11/2024,All,App,4360,724,38,"£1,905.02","£4,231.84",3.01,2.221414998
978279,Weekend Special,01/11/2024,All,Email,9713,686,94,"£2,062.29","£9,160.30",3.06,4.441809833
350042,Festival Offer,01/11/2024,All,Email,5538,362,51,"£2,486.88","£9,687.96",2.2,3.895628257
675128,Flash Sale,01/11/2024,New Users,App,8141,828,37,"£4,123.86","£3,539.73",2.47,0.8583535814
439725,Membership Drive,01/11/2024,Inactive,SMS,4249,945,87,"£1,330.62","£3,115.55",3.59,2.341427305
39545,Category Promotion,01/11/2024,All,SMS,1489,317,95,"£2,527.82","£9,966.89",3.03,3.942879635
473315,App Push Notification,01/11/2024,New Users,Email,5817,987,53,"£4,371.40","£5,119.87",2.07,1.171219747
789925,Email Campaign,01/11/2024,Inactive,Email,9893,751,88,"£3,569.00","£6,649.77",2.23,1.863202578
249657,Referral Program,01/11/2024,All,Email,6898,977,15,"£4,874.26","£3,343.94",2.82,0.6860405477
795261,New User Discount,31/10/2024,New Users,Email,7876,977,73,"£1,813.53","£6,438.12",3.73,3.5500488
601445,Weekend Special,31/10/2024,Inactive,SMS,5624,386,70,"£3,572.92","£5,202.67",1.96,1.456139516
830587,Festival Offer,31/10/2024,Inactive,App,1081,662,47,"£2,001.90","£3,301.92",3.52,1.649393077
706750,Flash Sale,31/10/2024,Premium,App,4511,338,27,"£1,645.66","£2,073.23",2.57,1.25981673
584256,Membership Drive,31/10/2024,Inactive,SMS,1810,750,44,"£1,279.23","£5,722.42",2.73,4.473331614
886076,Category Promotion,31/10/2024,Premium,SMS,3930,591,25,"£4,678.74","£5,102.75",1.78,1.090624826
855895,App Push Notification,31/10/2024,Premium,Email,8796,873,86,"£2,339.85","£3,999.70",2.98,1.70938308
514715,Email Campaign,31/10/2024,New Users,App,2341,369,38,"£2,721.86","£2,480.73",3.48,0.9114098447
741376,Referral Program,31/10/2024,Premium,Email,9694,799,32,"£3,162.72","£8,424.83",2.48,2.663792558
347837,New User Discount,30/10/2024,All,Email,8433,551,97,"£2,510.51","£7,701.36",3.8,3.067647609
358482,Weekend Special,30/10/2024,New Users,App,4788,628,76,"£2,603.20","£2,979.58",3.95,1.144583589
510301,Festival Offer,30/10/2024,All,App,5744,207,47,"£1,966.98","£3,566.39",2.67,1.813129773
258760,Flash Sale,30/10/2024,New Users,App,4130,779,89,"£1,741.85","£5,487.39",1.56,3.150322933
678723,Membership Drive,30/10/2024,Inactive,SMS,7316,950,54,"£1,650.80","£5,407.95",2.13,3.275957112
490727,Category Promotion,30/10/2024,Premium,SMS,7583,501,30,"£4,937.70","£8,031.55",1.93,1.626577151
378426,App Push Notification,30/10/2024,Premium,App,2155,719,70,"£2,233.21","£6,322.50",3.82,2.831126495
158279,Email Campaign,30/10/2024,New Users,Email,3245,443,30,"£1,970.09","£8,773.38",3.74,4.453288936
57394,Referral Program,30/10/2024,All,App,3328,377,75,"£3,212.25","£3,778.57",1.74,1.176300101
633088,New User Discount,29/10/2024,Premium,Email,3832,930,26,"£2,133.42","£3,655.75",2.51,1.713563199
827451,Weekend Special,29/10/2024,All,SMS,6494,422,30,"£2,744.72","£4,665.13",3.49,1.699674284
221166,Festival Offer,29/10/2024,New Users,Email,2851,712,99,"£1,415.72","£7,808.19",3.09,5.51534908
581436,Flash Sale,29/10/2024,Premium,App,2489,543,54,"£1,101.24","£8,701.20",3.65,7.901274926
399972,Membership Drive,29/10/2024,All,Email,5187,741,58,"£1,185.35","£2,169.17",3.73,1.829982706
467912,Category Promotion,29/10/2024,All,SMS,3949,486,87,"£4,568.63","£9,613.16",1.87,2.104166895
928724,App Push Notification,29/10/2024,New Users,Email,8668,660,36,"£3,904.68","£2,757.27",3.05,0.7061449338
639165,Email Campaign,29/10/2024,Inactive,SMS,1771,226,98,"£2,154.40","£8,055.52",1.74,3.739101374
270413,Referral Program,29/10/2024,All,Email,1377,278,43,"£2,165.16","£4,371.90",3.85,2.019204123
652845,New User Discount,28/10/2024,All,SMS,4258,162,45,"£2,098.74","£8,237.05",2.49,3.924759618
159675,Weekend Special,28/10/2024,Inactive,Email,2239,183,85,"£1,183.89","£9,661.81",3.17,8.161070708
89176,Festival Offer,28/10/2024,All,SMS,1666,508,20,"£3,586.46","£3,395.18",3.25,0.9466660718
294030,Flash Sale,28/10/2024,Inactive,App,1679,965,57,"£1,452.05","£6,109.10",3.05,4.207224269
448860,Membership Drive,28/10/2024,New Users,Email,2775,396,33,"£4,290.98","£8,723.84",2.1,2.033064708
618403,Category Promotion,28/10/2024,Inactive,App,1153,198,99,"£3,455.94","£4,935.65",1.84,1.428164262
795975,App Push Notification,28/10/2024,Inactive,SMS,6100,642,66,"£3,409.53","£9,276.19",2.56,2.720665312
453312,Email Campaign,28/10/2024,New Users,App,1618,301,32,"£3,165.37","£7,731.79",2.61,2.442618083
468423,Referral Program,28/10/2024,New Users,Email,1927,298,96,"£2,617.58","£9,553.44",3.03,3.649722263
359366,New User Discount,27/10/2024,All,Email,1685,999,46,"£1,055.61","£4,223.44",1.55,4.00094732
69903,Weekend Special,27/10/2024,Inactive,App,1085,706,41,"£4,118.41","£3,837.05",2.72,0.9316823726
613932,Festival Offer,27/10/2024,Premium,App,4726,709,59,"£3,577.71","£3,104.01",1.94,0.8675968706
992886,Flash Sale,27/10/2024,Premium,Email,9194,537,42,"£2,925.63","£3,760.51",1.66,1.285367596
380809,Membership Drive,27/10/2024,Inactive,Email,3122,496,84,"£2,365.57","£2,572.69",3.47,1.087556065
509178,Category Promotion,27/10/2024,Premium,Social Media,6487,644,48,"£3,457.17","£2,472.34",1.62,0.7151340547
794495,App Push Notification,27/10/2024,New Users,App,3049,634,58,"£2,093.96","£7,406.66",2.9,3.537154482
880379,Email Campaign,27/10/2024,All,App,2399,335,41,"£4,785.81","£9,369.74",2.39,1.957816963
561555,Referral Program,27/10/2024,All,Social Media,4881,102,89,"£4,549.44","£8,205.53",1.93,1.803635173
530223,New User Discount,26/10/2024,Inactive,App,8865,176,27,"£1,137.88","£6,799.15",2.54,5.975278588
495008,Weekend Special,26/10/2024,Premium,SMS,7698,120,100,"£4,992.50","£3,353.40",2.3,0.6716875313
565307,Festival Offer,26/10/2024,Premium,SMS,1600,241,72,"£4,917.53","£7,945.34",1.82,1.615717647
842270,Flash Sale,26/10/2024,Inactive,SMS,9800,758,53,"£3,310.25","£8,683.82",2.47,2.623312439
737765,Membership Drive,26/10/2024,New Users,SMS,9214,909,48,"£3,400.97","£9,608.90",3.65,2.825341006
521471,Category Promotion,26/10/2024,All,SMS,2315,704,100,"£4,403.40","£9,400.79",3.16,2.134893491
42263,App Push Notification,26/10/2024,Inactive,Email,1723,258,81,"£1,558.93","£8,570.27",2.02,5.497533565
664981,Email Campaign,26/10/2024,New Users,Social Media,1002,705,63,"£3,599.79","£4,311.79",4,1.197789315
887586,Referral Program,26/10/2024,Inactive,Social Media,3797,149,50,"£3,393.94","£6,539.92",3.45,1.92694037
408371,New User Discount,25/10/2024,New Users,App,7239,579,61,"£4,575.26","£6,288.51",3.88,1.374459594
993186,Weekend Special,25/10/2024,Premium,Email,2258,513,75,"£2,383.71","£5,454.96",2.39,2.288432737
762331,Festival Offer,25/10/2024,Inactive,App,5882,577,19,"£4,474.48","£4,596.52",2.79,1.027274678
209173,Flash Sale,25/10/2024,Premium,Email,8130,137,18,"£1,715.46","£9,959.51",2.33,5.805737237
903905,Membership Drive,25/10/2024,Inactive,App,6268,973,15,"£3,117.62","£8,722.31",2.13,2.797746358
668975,Category Promotion,25/10/2024,New Users,App,5437,972,80,"£4,583.85","£7,105.69",1.59,1.550157619
680570,App Push Notification,25/10/2024,Inactive,Email,7010,202,34,"£1,599.34","£7,806.21",2.99,4.880894619
192501,Email Campaign,25/10/2024,Inactive,Email,4970,343,53,"£1,947.23","£9,461.87",3.41,4.859143501
982430,Referral Program,25/10/2024,Premium,Email,5429,795,82,"£2,842.37","£4,914.00",2.81,1.728838962
698056,New User Discount,24/10/2024,All,App,3144,877,18,"£3,704.05","£3,732.06",2.59,1.007561993
941069,Weekend Special,24/10/2024,New Users,Social Media,5133,389,70,"£2,318.95","£4,311.21",2.18,1.859121585
602540,Festival Offer,24/10/2024,Inactive,App,6569,620,64,"£3,218.48","£2,901.45",2.69,0.9014969799
575585,Flash Sale,24/10/2024,Inactive,App,8501,258,57,"£2,437.64","£8,650.40",2.45,3.54867823
552893,Membership Drive,24/10/2024,Inactive,Social Media,9012,259,38,"£1,598.76","£2,093.56",2.33,1.309489855
882671,Category Promotion,24/10/2024,Inactive,Email,7685,540,47,"£2,199.05","£4,937.69",1.83,2.245374139
729422,App Push Notification,24/10/2024,Inactive,Social Media,1753,984,16,"£4,052.53","£6,151.03",1.59,1.517824668
315890,Email Campaign,24/10/2024,New Users,SMS,7736,953,70,"£2,749.84","£5,113.71",3.28,1.859639106
242619,Referral Program,24/10/2024,Inactive,Social Media,3112,391,48,"£4,882.83","£3,755.92",3.74,0.7692096592
457841,New User Discount,23/10/2024,New Users,SMS,8261,557,54,"£2,599.30","£3,748.91",1.63,1.442276767
334424,Weekend Special,23/10/2024,Inactive,SMS,6370,604,70,"£3,516.78","£2,866.20",3.1,0.8150069097
489132,Festival Offer,23/10/2024,New Users,Social Media,4553,469,12,"£2,363.94","£6,845.16",2.18,2.89565725
554438,Flash Sale,23/10/2024,All,Social Media,7358,367,41,"£2,165.36","£2,312.68",3.34,1.068034876
204191,Membership Drive,23/10/2024,All,Social Media,9385,492,43,"£1,921.19","£9,824.30",3.58,5.113653517
586930,Category Promotion,23/10/2024,Inactive,Social Media,7577,598,15,"£2,804.30","£9,402.79",3.65,3.352990051
814199,App Push Notification,23/10/2024,New Users,SMS,8240,341,50,"£4,191.03","£6,688.85",2.37,1.595991916
871629,Email Campaign,23/10/2024,All,App,2233,547,27,"£4,199.36","£5,655.15",3.56,1.346669492
697944,Referral Program,23/10/2024,Inactive,App,4653,188,51,"£2,303.42","£4,678.46",3.09,2.031092897
776669,New User Discount,22/10/2024,Inactive,App,6516,252,34,"£4,332.69","£7,080.93",3.26,1.6343034
845527,Weekend Special,22/10/2024,Inactive,Social Media,9587,810,77,"£1,323.74","£3,364.59",1.71,2.541730249
932133,Festival Offer,22/10/2024,All,Email,6955,317,78,"£3,341.07","£5,741.39",3.73,1.718428527
130164,Flash Sale,22/10/2024,Premium,Social Media,6347,665,75,"£3,934.71","£4,725.54",1.63,1.200988129
547470,Membership Drive,22/10/2024,Premium,SMS,9964,465,33,"£2,695.95","£3,392.76",3.53,1.258465476
530361,Category Promotion,22/10/2024,Inactive,Email,8285,530,29,"£3,909.95","£5,650.29",2.03,1.445105436
181070,App Push Notification,22/10/2024,Inactive,SMS,7265,110,22,"£2,495.46","£8,618.53",1.94,3.45368389
27596,Email Campaign,22/10/2024,Premium,Social Media,2648,898,24,"£3,747.00","£7,410.91",2.99,1.977824927
518109,Referral Program,22/10/2024,Premium,SMS,3803,207,42,"£1,671.16","£5,232.93",3.47,3.131315972
980545,New User Discount,21/10/2024,Premium,SMS,6378,149,31,"£4,974.32","£9,771.12",1.73,1.96431271
963463,Weekend Special,21/10/2024,New Users,Email,8974,479,39,"£1,741.34","£7,019.71",2.03,4.031211596
362162,Festival Offer,21/10/2024,Premium,SMS,4976,562,79,"£1,855.65","£2,736.38",3.13,1.474620753
837030,Flash Sale,21/10/2024,All,SMS,9348,397,30,"£4,546.79","£8,518.37",3.77,1.873490968
533144,Membership Drive,21/10/2024,Inactive,App,7432,627,23,"£1,618.63","£8,290.49",3.9,5.121917918
942737,Category Promotion,21/10/2024,Premium,SMS,9433,593,61,"£1,670.95","£5,415.89",1.99,3.241204105
8328,App Push Notification,21/10/2024,All,Email,3212,747,63,"£3,964.61","£7,024.84",2.44,1.771886768
446559,Email Campaign,21/10/2024,All,Email,4395,786,53,"£1,766.03","£4,554.83",1.68,2.579135122
929421,Referral Program,21/10/2024,All,Social Media,7680,829,81,"£1,652.23","£2,181.47",3.94,1.3203186
415106,New User Discount,20/10/2024,All,SMS,5143,930,88,"£4,882.61","£2,535.36",1.71,0.5192632629
38153,Weekend Special,20/10/2024,All,App,7842,559,20,"£1,927.22","£8,434.35",2.15,4.376433412
523833,Festival Offer,20/10/2024,All,SMS,9486,347,43,"£1,686.15","£5,813.55",3.61,3.447824927
170461,Flash Sale,20/10/2024,New Users,SMS,2952,393,38,"£4,037.84","£4,531.27",3.74,1.122201474
109449,Membership Drive,20/10/2024,Premium,App,8414,748,63,"£2,195.80","£3,019.02",2.4,1.37490664
687130,Category Promotion,20/10/2024,All,Email,4330,822,31,"£1,104.80","£6,592.80",2.55,5.967414917
479853,App Push Notification,20/10/2024,Premium,SMS,6870,227,92,"£4,219.18","£4,713.09",2.5,1.117063031
683250,Email Campaign,20/10/2024,Inactive,Email,8382,926,37,"£1,921.49","£6,651.93",2.88,3.461860327
794159,Referral Program,20/10/2024,Inactive,Social Media,3200,998,79,"£1,614.98","£4,026.68",2.57,2.493331187
593428,New User Discount,19/10/2024,New Users,SMS,1554,121,97,"£2,667.73","£6,000.11",3.88,2.249144404
579105,Weekend Special,19/10/2024,New Users,Social Media,7754,920,41,"£2,335.89","£4,374.42",3.55,1.872699485
494867,Festival Offer,19/10/2024,New Users,Social Media,4586,977,87,"£2,372.56","£3,816.48",3.11,1.608591564
972242,Flash Sale,19/10/2024,New Users,App,2553,551,51,"£4,591.88","£6,236.89",2.52,1.358243247
762572,Membership Drive,19/10/2024,All,Social Media,6285,971,52,"£3,257.45","£2,757.61",1.98,0.8465548205
736483,Category Promotion,19/10/2024,Premium,Email,8086,938,23,"£4,006.13","£8,109.27",3.31,2.02421539
822872,App Push Notification,19/10/2024,Inactive,SMS,3595,244,72,"£3,807.41","£4,183.31",2.13,1.098728532
444700,Email Campaign,19/10/2024,New Users,App,3648,917,65,"£1,167.11","£9,601.21",3.35,8.226482508
382659,Referral Program,19/10/2024,Premium,App,6139,355,77,"£4,850.15","£5,703.32",3.53,1.1759059
911817,New User Discount,18/10/2024,New Users,App,2358,459,76,"£3,039.40","£3,814.89",1.78,1.255145752
977198,Weekend Special,18/10/2024,Premium,Social Media,1311,828,21,"£3,593.20","£8,054.46",1.84,2.241584103
338461,Festival Offer,18/10/2024,Inactive,App,8837,717,85,"£2,017.25","£6,910.97",3.49,3.425936299
490083,Flash Sale,18/10/2024,New Users,App,8394,490,95,"£1,419.59","£2,756.89",3.38,1.942032559
538898,Membership Drive,18/10/2024,New Users,App,1025,971,57,"£1,872.13","£3,381.51",3.61,1.806236746
570365,Category Promotion,18/10/2024,Inactive,Social Media,5313,591,76,"£1,187.93","£7,750.31",2.17,6.52421439
71028,App Push Notification,18/10/2024,Inactive,App,9195,547,39,"£3,435.03","£9,024.93",3.14,2.627322032
914119,Email Campaign,18/10/2024,New Users,Email,7683,319,37,"£4,746.76","£5,034.95",3.8,1.060712992
277306,Referral Program,18/10/2024,Premium,Social Media,2064,390,12,"£1,312.97","£4,952.09",1.65,3.771670335
992859,New User Discount,17/10/2024,Inactive,SMS,6077,157,29,"£4,324.59","£3,798.75",3.78,0.8784069704
38680,Weekend Special,17/10/2024,Premium,App,6986,769,13,"£2,756.39","£3,006.93",2.15,1.090894249
627466,Festival Offer,17/10/2024,Inactive,SMS,6475,330,17,"£3,389.57","£6,934.82",1.94,2.04592913
721480,Flash Sale,17/10/2024,Premium,App,4621,846,89,"£2,010.23","£4,857.76",2.62,2.416519503
463470,Membership Drive,17/10/2024,Premium,Email,4866,843,10,"£2,036.43","£9,742.66",1.54,4.784186051
611505,Category Promotion,17/10/2024,Inactive,Social Media,7936,927,82,"£4,318.97","£7,069.93",3.56,1.636948161
978930,App Push Notification,17/10/2024,New Users,SMS,1465,194,75,"£1,536.67","£6,191.95",3.76,4.029459806
408445,Email Campaign,17/10/2024,New Users,App,2312,487,68,"£2,525.56","£9,208.83",2.82,3.646252712
848590,Referral Program,17/10/2024,Inactive,Email,9067,787,93,"£1,057.25","£9,577.92",3.12,9.059276425
942963,New User Discount,16/10/2024,Inactive,Email,3217,359,12,"£1,361.43","£8,734.81",1.51,6.415908273
94992,Weekend Special,16/10/2024,All,App,7529,547,79,"£4,082.14","£2,765.40",3.46,0.6774387944
34191,Festival Offer,16/10/2024,Inactive,Social Media,3138,724,13,"£1,622.33","£7,683.62",3.58,4.736163419
358462,Flash Sale,16/10/2024,Inactive,App,4765,411,60,"£2,277.77","£6,766.63",3.26,2.970725754
511991,Membership Drive,16/10/2024,All,SMS,9683,100,92,"£2,353.78","£4,471.61",2.95,1.899756987
234036,Category Promotion,16/10/2024,Inactive,SMS,2176,167,57,"£4,239.19","£8,603.76",1.62,2.029576405
460964,App Push Notification,16/10/2024,All,SMS,5570,150,37,"£2,175.55","£2,538.18",2.74,1.166684287
562835,Email Campaign,16/10/2024,All,SMS,3914,241,25,"£3,267.78","£3,558.02",1.95,1.088818709
569002,Referral Program,16/10/2024,Premium,Social Media,5481,759,55,"£4,609.27","£3,819.50",3.26,0.8286561646
686645,New User Discount,15/10/2024,All,Social Media,4109,649,86,"£2,389.82","£9,766.72",3.23,4.086801516
914931,Weekend Special,15/10/2024,New Users,Social Media,5724,877,67,"£3,027.31","£3,345.95",2.02,1.105255161
843274,Festival Offer,15/10/2024,Premium,Social Media,1034,968,58,"£4,438.60","£2,588.21",3.86,0.583114045
308911,Flash Sale,15/10/2024,New Users,Social Media,4919,661,63,"£4,818.43","£5,003.95",2.67,1.038502168
320610,Membership Drive,15/10/2024,All,SMS,5174,376,81,"£3,036.37","£4,448.69",3.69,1.465134355
487151,Category Promotion,15/10/2024,All,Social Media,3416,685,98,"£4,018.36","£2,170.94",2.3,0.5402552285
390634,App Push Notification,15/10/2024,Premium,Email,8930,361,94,"£1,510.67","£4,795.86",3.29,3.174657602
411434,Email Campaign,15/10/2024,Inactive,Email,3597,149,48,"£4,273.24","£5,148.84",2.75,1.204903071
929630,Referral Program,15/10/2024,New Users,Email,3344,810,88,"£2,786.73","£7,608.13",3.25,2.730128143
786085,New User Discount,14/10/2024,New Users,Social Media,9878,792,84,"£1,995.07","£5,772.90",2.48,2.893582681
874058,Weekend Special,14/10/2024,Inactive,App,4890,929,100,"£3,933.10","£7,013.19",3.75,1.783120185
336128,Festival Offer,14/10/2024,Premium,Email,5261,475,32,"£1,902.86","£8,899.39",1.82,4.676849584
957007,Flash Sale,14/10/2024,Premium,Email,7155,454,51,"£1,727.08","£5,407.31",2.75,3.130897237
148522,Membership Drive,14/10/2024,All,Social Media,7279,693,93,"£4,386.41","£9,441.08",2.27,2.15234782
479381,Category Promotion,14/10/2024,Premium,Email,5884,689,14,"£2,415.08","£3,067.78",2.57,1.270260198
197209,App Push Notification,14/10/2024,Premium,SMS,1558,415,49,"£2,979.87","£3,609.89",2.93,1.211425331
391697,Email Campaign,14/10/2024,Inactive,Email,8221,910,13,"£1,357.64","£4,046.13",2.87,2.980267228
614584,Referral Program,14/10/2024,All,SMS,6749,792,24,"£4,576.84","£5,500.51",3.45,1.201813915
142389,New User Discount,13/10/2024,All,SMS,3365,963,12,"£3,397.73","£7,077.50",2.86,2.083008361
289397,Weekend Special,13/10/2024,All,App,8092,974,18,"£1,253.01","£4,088.11",3.03,3.262631583
171934,Festival Offer,13/10/2024,Premium,SMS,8092,327,52,"£2,546.42","£3,189.71",2.96,1.252625254
690497,Flash Sale,13/10/2024,All,Email,9841,105,95,"£4,278.17","£7,796.05",3.51,1.822286164
432807,Membership Drive,13/10/2024,New Users,App,7336,160,53,"£2,485.13","£3,512.87",1.97,1.41355583
167425,Category Promotion,13/10/2024,New Users,App,7572,763,87,"£2,233.11","£6,294.83",2.14,2.818862483
808905,App Push Notification,13/10/2024,New Users,App,6174,472,59,"£2,242.83","£6,950.51",3.39,3.098991007
71699,Email Campaign,13/10/2024,Premium,SMS,3743,573,68,"£3,512.16","£7,812.00",3.02,2.224272243
652119,Referral Program,13/10/2024,New Users,App,8629,951,23,"£4,036.51","£9,053.65",2.71,2.242940065
618967,New User Discount,12/10/2024,New Users,App,1582,975,96,"£1,487.46","£7,566.78",3.96,5.087047719
284634,Weekend Special,12/10/2024,New Users,App,3803,465,55,"£1,690.55","£5,220.23",2,3.087888557
139196,Festival Offer,12/10/2024,All,Email,8047,726,47,"£2,066.11","£7,037.37",3.56,3.406096481
487782,Flash Sale,12/10/2024,New Users,Email,1732,919,93,"£3,754.68","£4,181.59",2.94,1.113700768
33956,Membership Drive,12/10/2024,Inactive,Social Media,9818,161,75,"£3,600.34","£7,589.85",2.57,2.108092569
907406,Category Promotion,12/10/2024,All,Social Media,6043,814,75,"£4,668.71","£4,446.99",1.97,0.9525093655
313154,App Push Notification,12/10/2024,New Users,Social Media,6666,106,85,"£4,173.34","£3,090.57",1.84,0.7405507339
719685,Email Campaign,12/10/2024,All,SMS,1248,502,17,"£2,981.17","£5,981.93",3.99,2.006571246
584304,Referral Program,12/10/2024,New Users,Email,7619,727,53,"£3,264.04","£7,285.68",3.51,2.232104999
14008,New User Discount,11/10/2024,Premium,Social Media,7827,694,82,"£4,438.83","£7,975.61",3.6,1.796782035
348891,Weekend Special,11/10/2024,New Users,Social Media,9723,160,100,"£3,776.75","£5,915.34",2.59,1.566251407
153487,Festival Offer,11/10/2024,All,Social Media,2923,886,19,"£4,736.19","£7,987.64",2.61,1.686511732
40613,Flash Sale,11/10/2024,All,App,2551,550,64,"£4,034.21","£6,741.30",2.4,1.671033486
98141,Membership Drive,11/10/2024,Inactive,Email,3858,293,65,"£2,823.22","£3,763.71",2.45,1.333126713
640280,Category Promotion,11/10/2024,New Users,Social Media,4483,987,78,"£4,604.45","£8,741.95",2.39,1.898587236
672292,App Push Notification,11/10/2024,Premium,SMS,4928,397,18,"£4,151.88","£6,046.24",1.59,1.456265595
570197,Email Campaign,11/10/2024,Premium,App,1141,741,30,"£4,295.89","£6,285.19",2.35,1.463070516
646308,Referral Program,11/10/2024,Inactive,SMS,6498,716,87,"£4,191.40","£3,265.99",2.08,0.7792121964
504773,New User Discount,10/10/2024,Premium,Social Media,1828,360,66,"£1,481.29","£9,900.22",2.46,6.683512344
581434,Weekend Special,10/10/2024,All,Social Media,4318,859,77,"£2,539.79","£3,356.92",3.04,1.321731324
208884,Festival Offer,10/10/2024,Premium,SMS,8503,257,85,"£2,417.70","£7,564.77",3.65,3.128911776
44861,Flash Sale,10/10/2024,All,SMS,1281,519,64,"£3,766.62","£6,098.23",3.95,1.619019174
267822,Membership Drive,10/10/2024,New Users,Social Media,2427,594,67,"£4,812.47","£9,136.15",3.65,1.898432614
880055,Category Promotion,10/10/2024,Premium,App,3864,422,77,"£4,521.91","£9,190.04",2.27,2.032335893
117014,App Push Notification,10/10/2024,Inactive,SMS,7568,537,80,"£4,097.25","£6,494.20",2.81,1.585014339
560243,Email Campaign,10/10/2024,All,Social Media,3191,920,54,"£4,674.18","£7,121.35",2.37,1.523550655
270705,Referral Program,10/10/2024,Premium,Social Media,3092,718,72,"£3,281.40","£7,717.16",1.85,2.351788871
991219,New User Discount,09/10/2024,Inactive,App,4131,725,70,"£1,980.81","£5,404.34",2.18,2.728348504
360358,Weekend Special,09/10/2024,Inactive,Social Media,4112,540,56,"£1,487.40","£6,296.60",2.01,4.233292994
921285,Festival Offer,09/10/2024,Premium,SMS,3891,190,12,"£1,427.62","£2,167.81",2.22,1.518478307
247209,Flash Sale,09/10/2024,Premium,App,3815,351,46,"£2,246.88","£5,378.34",3.83,2.393692587
