order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed,reason_if_delay,distance_bucket
2116712588,34078,11/11/2023 20:48:38,11/11/2023 20:51:38,3,4.26,On Time,Traffic,Traffic,2-5 km
6054358790,52564,26/01/2024 10:31:06,26/01/2024 10:26:06,-5,3.96,On Time,,Ontime,2-5 km
532660797,97547,20/05/2024 06:37:18,20/05/2024 06:51:18,14,4.9,Slightly Delayed,Traffic,Traffic,2-5 km
1491991005,85285,04/03/2024 09:01:03,04/03/2024 09:01:03,0,0.89,On Time,,Ontime,0-2 km
4136019599,34667,23/03/2024 18:52:14,23/03/2024 18:55:14,3,4.58,On Time,Traffic,Traffic,2-5 km
2122832513,39396,17/02/2024 19:58:14,17/02/2024 20:18:14,20,3.97,Significantly Delayed,Traffic,Traffic,2-5 km
3717703595,8041,24/04/2023 21:52:02,24/04/2023 21:51:02,-1,2.48,On Time,,Ontime,2-5 km
3194733693,16623,05/07/2023 10:30:13,05/07/2023 10:37:13,7,1.74,Slightly Delayed,Traffic,Traffic,0-2 km
4471162437,54708,06/02/2024 12:52:50,06/02/2024 12:52:50,0,3.78,On Time,,Ontime,2-5 km
1609331948,58721,04/01/2024 14:19:21,04/01/2024 14:19:21,0,1.56,On Time,,Ontime,0-2 km
6920030794,38745,24/06/2024 02:51:36,24/06/2024 02:49:36,-2,3.47,On Time,,Ontime,2-5 km
5127172657,80034,11/06/2024 18:30:31,11/06/2024 18:50:31,20,4.41,Significantly Delayed,Traffic,Traffic,2-5 km
8607115856,85718,09/10/2023 04:52:34,09/10/2023 04:49:34,-3,2.33,On Time,,Ontime,2-5 km
7154957395,63099,09/04/2023 10:21:33,09/04/2023 10:21:33,0,2.28,On Time,,Ontime,2-5 km
2070762702,64950,04/10/2023 10:37:55,04/10/2023 10:52:55,15,3.61,Slightly Delayed,Traffic,Traffic,2-5 km
3697242439,67408,15/10/2024 12:47:13,15/10/2024 12:46:13,-1,4.71,On Time,,Ontime,2-5 km
3063427913,24100,21/09/2023 02:34:46,21/09/2023 02:37:46,3,4.76,On Time,Traffic,Traffic,2-5 km
2060061337,50748,15/04/2023 23:10:08,15/04/2023 23:22:08,12,3.08,Slightly Delayed,Traffic,Traffic,2-5 km
4625892678,40337,18/06/2023 19:35:45,18/06/2023 19:39:45,4,2.74,On Time,Traffic,Traffic,2-5 km
6045698170,16848,24/01/2024 17:14:49,24/01/2024 17:19:49,5,3.86,On Time,Traffic,Traffic,2-5 km
7876289647,28786,07/08/2024 08:06:29,07/08/2024 08:18:29,12,2.54,Slightly Delayed,Traffic,Traffic,2-5 km
3434084714,58201,02/02/2024 03:06:20,02/02/2024 03:04:20,-2,3.51,On Time,,Ontime,2-5 km
9031695663,43200,17/01/2024 01:35:06,17/01/2024 01:41:06,6,3.71,Slightly Delayed,Traffic,Traffic,2-5 km
1955989715,8135,27/12/2023 07:06:23,27/12/2023 07:08:23,2,4.81,On Time,Traffic,Traffic,2-5 km
3459500455,20504,18/12/2023 00:52:55,18/12/2023 00:54:55,2,2.66,On Time,Traffic,Traffic,2-5 km
5953376503,34929,25/05/2024 04:08:54,25/05/2024 04:24:54,16,0.56,Significantly Delayed,Traffic,Traffic,0-2 km
121874867,69733,28/03/2023 01:10:55,28/03/2023 01:05:55,-5,3.08,On Time,,Ontime,2-5 km
2460545397,50527,27/10/2024 11:38:03,27/10/2024 11:49:03,11,2.53,Slightly Delayed,Traffic,Traffic,2-5 km
9690050839,76868,13/01/2024 02:44:24,13/01/2024 02:49:24,5,3.82,On Time,Traffic,Traffic,2-5 km
2574349065,406,17/04/2024 14:43:32,17/04/2024 14:44:32,1,1.72,On Time,Traffic,Traffic,0-2 km
2461936988,77590,20/07/2023 23:29:57,20/07/2023 23:48:57,19,4.4,Significantly Delayed,Traffic,Traffic,2-5 km
6447596416,45656,08/10/2023 18:30:29,08/10/2023 18:26:29,-4,4.27,On Time,,Ontime,2-5 km
7228452275,96211,13/05/2023 01:25:33,13/05/2023 01:25:33,0,4.62,On Time,,Ontime,2-5 km
6696750742,89976,02/04/2023 17:54:16,02/04/2023 17:54:16,0,4.39,On Time,,Ontime,2-5 km
822235931,1773,09/08/2023 07:27:16,09/08/2023 07:42:16,15,1.42,Slightly Delayed,Traffic,Traffic,0-2 km
7678251499,60822,23/04/2023 13:37:40,23/04/2023 13:42:40,5,1.85,On Time,Traffic,Traffic,0-2 km
2497341976,42711,21/09/2023 09:19:49,21/09/2023 09:20:49,1,1.33,On Time,Traffic,Traffic,0-2 km
9107314128,21125,20/05/2024 16:37:17,20/05/2024 16:36:17,-1,2.2,On Time,,Ontime,2-5 km
9855726256,59743,17/05/2023 08:05:53,17/05/2023 08:03:53,-2,0.96,On Time,,Ontime,0-2 km
9398719862,4852,19/07/2024 09:40:31,19/07/2024 09:44:31,4,0.85,On Time,Traffic,Traffic,0-2 km
379494532,99227,07/07/2024 13:42:33,07/07/2024 13:44:33,2,3.39,On Time,Traffic,Traffic,2-5 km
1048784963,35552,07/09/2023 13:35:38,07/09/2023 13:30:38,-5,2.18,On Time,,Ontime,2-5 km
4386246924,56384,27/08/2024 10:26:15,27/08/2024 10:52:15,26,3.44,Significantly Delayed,Traffic,Traffic,2-5 km
2050362692,16076,30/10/2024 11:36:04,30/10/2024 11:39:04,3,3.48,On Time,Traffic,Traffic,2-5 km
4142963293,74308,03/11/2024 04:04:46,03/11/2024 04:07:46,3,1.26,On Time,Traffic,Traffic,0-2 km
9753528654,63454,26/07/2024 07:35:16,26/07/2024 07:33:16,-2,1.84,On Time,,Ontime,0-2 km
8126970833,83636,14/09/2024 20:41:40,14/09/2024 21:07:40,26,1.13,Significantly Delayed,Traffic,Traffic,0-2 km
9747814712,33342,16/12/2023 15:52:05,16/12/2023 15:55:05,3,1.23,On Time,Traffic,Traffic,0-2 km
6281619403,12086,09/04/2023 19:15:42,09/04/2023 19:10:42,-5,4.51,On Time,,Ontime,2-5 km
436184281,59936,20/11/2023 12:55:18,20/11/2023 13:22:18,27,0.74,Significantly Delayed,Traffic,Traffic,0-2 km
9799231260,58378,07/03/2024 09:17:56,07/03/2024 09:21:56,4,0.9,On Time,Traffic,Traffic,0-2 km
4071811527,27993,26/07/2023 15:51:48,26/07/2023 16:00:48,9,2.39,Slightly Delayed,Traffic,Traffic,2-5 km
5645359563,45180,08/08/2024 23:45:23,08/08/2024 23:40:23,-5,4.78,On Time,,Ontime,2-5 km
9411813703,32773,25/09/2023 23:11:09,25/09/2023 23:16:09,5,0.65,On Time,Traffic,Traffic,0-2 km
4270217473,4904,01/02/2024 09:02:55,01/02/2024 09:02:55,0,1.23,On Time,,Ontime,0-2 km
279851011,73623,11/04/2023 09:58:14,11/04/2023 09:57:14,-1,4.34,On Time,,Ontime,2-5 km
6260524887,22883,01/06/2024 07:00:44,01/06/2024 06:56:44,-4,3.76,On Time,,Ontime,2-5 km
5853998391,23606,08/09/2023 02:58:14,08/09/2023 02:55:14,-3,4.67,On Time,,Ontime,2-5 km
9931976872,97297,24/06/2024 05:32:20,24/06/2024 05:28:20,-4,3.03,On Time,,Ontime,2-5 km
8432209832,18907,20/03/2024 03:42:23,20/03/2024 03:54:23,12,4.17,Slightly Delayed,Traffic,Traffic,2-5 km
6023721507,72197,07/04/2024 00:36:29,07/04/2024 00:35:29,-1,2.05,On Time,,Ontime,2-5 km
3042338919,70995,17/05/2023 15:05:39,17/05/2023 15:02:39,-3,1.33,On Time,,Ontime,0-2 km
233646065,56968,19/09/2023 22:43:29,19/09/2023 22:48:29,5,4.89,On Time,Traffic,Traffic,2-5 km
9870610018,44706,08/02/2024 05:36:21,08/02/2024 05:35:21,-1,0.86,On Time,,Ontime,0-2 km
1398230967,92744,22/04/2024 10:13:26,22/04/2024 10:09:26,-4,4.81,On Time,,Ontime,2-5 km
8615488922,1328,04/11/2023 00:21:14,04/11/2023 00:42:14,21,3.94,Significantly Delayed,Traffic,Traffic,2-5 km
2748841057,11008,30/12/2023 05:19:21,30/12/2023 05:43:21,24,0.84,Significantly Delayed,Traffic,Traffic,0-2 km
1375867721,21511,15/07/2024 17:08:54,15/07/2024 17:05:54,-3,4.45,On Time,,Ontime,2-5 km
8595141097,19332,31/03/2024 10:36:16,31/03/2024 10:39:16,3,4.33,On Time,Traffic,Traffic,2-5 km
4673382071,97477,16/01/2024 13:40:12,16/01/2024 13:49:12,9,4.9,Slightly Delayed,Traffic,Traffic,2-5 km
2948696008,89164,10/04/2024 10:22:48,10/04/2024 10:19:48,-3,2.28,On Time,,Ontime,2-5 km
6839692624,44627,19/11/2023 02:10:50,19/11/2023 02:35:50,25,1.17,Significantly Delayed,Traffic,Traffic,0-2 km
5770951298,4946,02/10/2023 18:23:57,02/10/2023 18:21:57,-2,0.95,On Time,,Ontime,0-2 km
5084771819,66403,29/08/2024 22:05:24,29/08/2024 22:18:24,13,1.37,Slightly Delayed,Traffic,Traffic,0-2 km
422403644,23782,27/05/2023 23:46:14,27/05/2023 23:54:14,8,0.56,Slightly Delayed,Traffic,Traffic,0-2 km
7176758896,75492,13/07/2023 13:00:53,13/07/2023 13:01:53,1,2.94,On Time,Traffic,Traffic,2-5 km
8252905093,40596,21/04/2024 23:29:31,21/04/2024 23:30:31,1,3.25,On Time,Traffic,Traffic,2-5 km
1488561572,31495,27/08/2024 08:32:40,27/08/2024 08:31:40,-1,2.51,On Time,,Ontime,2-5 km
6212984517,15665,16/03/2024 22:05:29,16/03/2024 22:03:29,-2,1.27,On Time,,Ontime,0-2 km
6309784337,23009,06/05/2024 17:53:10,06/05/2024 17:53:10,0,4.05,On Time,,Ontime,2-5 km
4613890018,82638,24/10/2023 13:00:17,24/10/2023 13:00:17,0,3.82,On Time,,Ontime,2-5 km
3429728472,77476,31/03/2023 08:48:30,31/03/2023 08:57:30,9,1.25,Slightly Delayed,Traffic,Traffic,0-2 km
267738904,73022,24/10/2023 23:24:36,24/10/2023 23:38:36,14,4.28,Slightly Delayed,Traffic,Traffic,2-5 km
3850416839,32659,01/07/2024 02:23:28,01/07/2024 02:36:28,13,1.32,Slightly Delayed,Traffic,Traffic,0-2 km
3412702479,35140,24/12/2023 07:46:20,24/12/2023 07:51:20,5,1.11,On Time,Traffic,Traffic,0-2 km
2016183232,38755,19/07/2023 04:35:07,19/07/2023 04:46:07,11,1.63,Slightly Delayed,Traffic,Traffic,0-2 km
3810280204,70290,26/10/2023 18:06:28,26/10/2023 18:10:28,4,0.75,On Time,Traffic,Traffic,0-2 km
2416767295,28144,05/07/2024 03:50:54,05/07/2024 03:59:54,9,1.13,Slightly Delayed,Traffic,Traffic,0-2 km
2283439407,58922,14/07/2023 02:28:09,14/07/2023 02:32:09,4,0.57,On Time,Traffic,Traffic,0-2 km
4328802292,66985,14/06/2023 19:57:21,14/06/2023 20:15:21,18,3.65,Significantly Delayed,Traffic,Traffic,2-5 km
7072715691,82046,25/12/2023 19:28:20,25/12/2023 19:29:20,1,3.65,On Time,Traffic,Traffic,2-5 km
5640741373,20090,10/05/2024 06:57:20,10/05/2024 06:57:20,0,4.34,On Time,,Ontime,2-5 km
6931094066,66225,15/11/2023 22:18:17,15/11/2023 22:14:17,-4,3.82,On Time,,Ontime,2-5 km
3417088709,63738,30/05/2024 17:37:44,30/05/2024 17:58:44,21,1.29,Significantly Delayed,Traffic,Traffic,0-2 km
4424404315,8506,16/07/2023 07:36:04,16/07/2023 07:40:04,4,2.43,On Time,Traffic,Traffic,2-5 km
2444087306,75692,28/07/2023 08:35:29,28/07/2023 08:37:29,2,4.67,On Time,Traffic,Traffic,2-5 km
486085268,90390,11/12/2023 19:51:16,11/12/2023 19:56:16,5,0.53,On Time,Traffic,Traffic,0-2 km
1731312620,75316,08/05/2023 20:42:00,08/05/2023 20:41:00,-1,2.13,On Time,,Ontime,2-5 km
6475582506,52304,23/09/2023 05:01:27,23/09/2023 05:05:27,4,2.09,On Time,Traffic,Traffic,2-5 km
1868581378,38861,29/03/2024 18:43:14,29/03/2024 18:47:14,4,3.94,On Time,Traffic,Traffic,2-5 km
8884235937,81977,09/08/2024 12:01:55,09/08/2024 12:09:55,8,4.57,Slightly Delayed,Traffic,Traffic,2-5 km
4590662628,18200,10/01/2024 12:02:31,10/01/2024 12:17:31,15,2.1,Slightly Delayed,Traffic,Traffic,2-5 km
992302540,12863,26/11/2023 21:51:11,26/11/2023 21:54:11,3,3.48,On Time,Traffic,Traffic,2-5 km
7169974633,69861,16/10/2024 16:22:22,16/10/2024 16:21:22,-1,2.57,On Time,,Ontime,2-5 km
6703651257,4285,17/01/2024 01:43:31,17/01/2024 01:46:31,3,2.43,On Time,Traffic,Traffic,2-5 km
7180810221,59848,10/09/2023 16:58:46,10/09/2023 17:07:46,9,0.51,Slightly Delayed,Traffic,Traffic,0-2 km
7875587578,40025,15/07/2024 08:59:10,15/07/2024 09:09:10,10,3.53,Slightly Delayed,Traffic,Traffic,2-5 km
2578671497,64618,25/01/2024 00:16:47,25/01/2024 00:21:47,5,0.79,On Time,Traffic,Traffic,0-2 km
6284350691,9053,20/06/2024 01:13:52,20/06/2024 01:13:52,0,4.5,On Time,,Ontime,2-5 km
5383261788,94840,18/10/2023 21:34:10,18/10/2023 21:30:10,-4,2.11,On Time,,Ontime,2-5 km
6590867973,23582,20/11/2023 08:55:18,20/11/2023 08:54:18,-1,0.73,On Time,,Ontime,0-2 km
8787105023,54795,07/05/2024 23:09:29,07/05/2024 23:12:29,3,3.68,On Time,Traffic,Traffic,2-5 km
1402916311,57649,23/04/2024 13:05:28,23/04/2024 13:09:28,4,2.72,On Time,Traffic,Traffic,2-5 km
9715205272,21783,21/10/2024 22:09:22,21/10/2024 22:11:22,2,4.93,On Time,Traffic,Traffic,2-5 km
3946852375,92389,04/07/2024 12:45:55,04/07/2024 12:45:55,0,4.04,On Time,,Ontime,2-5 km
3367039425,72408,10/03/2024 03:58:29,10/03/2024 04:00:29,2,1.38,On Time,Traffic,Traffic,0-2 km
687711388,44884,02/02/2024 10:28:42,02/02/2024 10:40:42,12,1.67,Slightly Delayed,Traffic,Traffic,0-2 km
647012431,94183,16/06/2024 13:27:54,16/06/2024 13:45:54,18,0.92,Significantly Delayed,Traffic,Traffic,0-2 km
7143278295,89680,13/02/2024 15:39:08,13/02/2024 15:35:08,-4,1.65,On Time,,Ontime,0-2 km
9736844695,87624,09/04/2024 20:18:46,09/04/2024 20:13:46,-5,1.4,On Time,,Ontime,0-2 km
5933289680,1722,07/12/2023 04:49:24,07/12/2023 05:09:24,20,2.24,Significantly Delayed,Traffic,Traffic,2-5 km
9494303116,12071,21/07/2024 11:04:40,21/07/2024 11:09:40,5,3.87,On Time,Traffic,Traffic,2-5 km
9337878102,15234,16/05/2023 04:09:12,16/05/2023 04:05:12,-4,0.63,On Time,,Ontime,0-2 km
6872621077,42244,14/09/2023 18:29:29,14/09/2023 18:24:29,-5,3.42,On Time,,Ontime,2-5 km
7330237253,18688,07/12/2023 12:38:17,07/12/2023 12:37:17,-1,3.63,On Time,,Ontime,2-5 km
7942616242,76694,30/09/2023 08:27:45,30/09/2023 08:52:45,25,4.96,Significantly Delayed,Traffic,Traffic,2-5 km
238520071,91088,20/02/2024 05:44:38,20/02/2024 05:47:38,3,1.92,On Time,Traffic,Traffic,0-2 km
5812379362,68969,05/08/2023 11:05:03,05/08/2023 11:01:03,-4,4.52,On Time,,Ontime,2-5 km
2616623847,43649,19/01/2024 19:22:25,19/01/2024 19:37:25,15,4.33,Slightly Delayed,Traffic,Traffic,2-5 km
2040854480,11814,10/12/2023 00:22:16,10/12/2023 00:47:16,25,2.48,Significantly Delayed,Traffic,Traffic,2-5 km
5456484560,32681,26/09/2024 02:10:49,26/09/2024 02:35:49,25,3.76,Significantly Delayed,Traffic,Traffic,2-5 km
883309006,23074,09/04/2024 08:22:20,09/04/2024 08:30:20,8,3.46,Slightly Delayed,Traffic,Traffic,2-5 km
6528341992,50910,29/01/2024 03:43:43,29/01/2024 03:54:43,11,2.7,Slightly Delayed,Traffic,Traffic,2-5 km
3263203775,38308,28/09/2024 15:37:48,28/09/2024 15:36:48,-1,3.36,On Time,,Ontime,2-5 km
3660010934,17404,31/01/2024 15:44:03,31/01/2024 15:49:03,5,2.74,On Time,Traffic,Traffic,2-5 km
7944885043,16741,26/05/2024 08:31:38,26/05/2024 08:29:38,-2,2.23,On Time,,Ontime,2-5 km
2506369831,62473,16/06/2023 13:22:30,16/06/2023 13:35:30,13,4.07,Slightly Delayed,Traffic,Traffic,2-5 km
697061213,80729,25/03/2023 09:52:55,25/03/2023 09:55:55,3,1.48,On Time,Traffic,Traffic,0-2 km
7079057004,16501,30/09/2023 09:10:45,30/09/2023 09:32:45,22,3.58,Significantly Delayed,Traffic,Traffic,2-5 km
1556153632,45137,04/05/2024 08:54:19,04/05/2024 09:03:19,9,0.75,Slightly Delayed,Traffic,Traffic,0-2 km
2161235338,96206,12/04/2024 15:12:38,12/04/2024 15:21:38,9,4.68,Slightly Delayed,Traffic,Traffic,2-5 km
1247978468,30662,19/07/2024 02:13:39,19/07/2024 02:12:39,-1,1.56,On Time,,Ontime,0-2 km
5437627061,39894,22/08/2024 02:15:33,22/08/2024 02:16:33,1,4.76,On Time,Traffic,Traffic,2-5 km
9091960039,51540,11/02/2024 10:04:55,11/02/2024 10:04:55,0,2.76,On Time,,Ontime,2-5 km
619198317,83654,20/11/2023 17:16:35,20/11/2023 17:11:35,-5,4.77,On Time,,Ontime,2-5 km
9833179291,97223,04/05/2023 18:52:00,04/05/2023 18:48:00,-4,0.59,On Time,,Ontime,0-2 km
4148760273,55805,22/05/2024 01:55:57,22/05/2024 01:58:57,3,4.35,On Time,Traffic,Traffic,2-5 km
7206041763,1128,30/05/2023 19:35:37,30/05/2023 19:37:37,2,2.69,On Time,Traffic,Traffic,2-5 km
690097648,92460,27/12/2023 20:30:22,27/12/2023 20:40:22,10,1.87,Slightly Delayed,Traffic,Traffic,0-2 km
4197061567,48139,04/02/2024 03:31:32,04/02/2024 03:33:32,2,0.66,On Time,Traffic,Traffic,0-2 km
2009394836,71878,24/10/2023 22:25:10,24/10/2023 22:23:10,-2,3.18,On Time,,Ontime,2-5 km
277502363,18055,28/12/2023 14:04:57,28/12/2023 14:09:57,5,4.14,On Time,Traffic,Traffic,2-5 km
4356959622,94308,16/01/2024 07:56:08,16/01/2024 07:51:08,-5,3.45,On Time,,Ontime,2-5 km
174306009,35598,09/08/2024 00:35:44,09/08/2024 01:02:44,27,1.41,Significantly Delayed,Traffic,Traffic,0-2 km
9582674091,16055,16/08/2024 11:39:21,16/08/2024 12:01:21,22,3.55,Significantly Delayed,Traffic,Traffic,2-5 km
8675579025,13158,06/07/2024 12:15:17,06/07/2024 12:17:17,2,3.41,On Time,Traffic,Traffic,2-5 km
5195999941,12987,19/07/2024 19:07:00,19/07/2024 19:21:00,14,2.34,Slightly Delayed,Traffic,Traffic,2-5 km
5210007923,94672,01/10/2024 05:24:34,01/10/2024 05:25:34,1,2.16,On Time,Traffic,Traffic,2-5 km
6595771960,72175,05/04/2023 03:36:22,05/04/2023 03:40:22,4,1.75,On Time,Traffic,Traffic,0-2 km
4247338382,85815,05/12/2023 02:11:24,05/12/2023 02:40:24,29,4.26,Significantly Delayed,Traffic,Traffic,2-5 km
819143326,73801,10/01/2024 19:34:29,10/01/2024 19:39:29,5,4.37,On Time,Traffic,Traffic,2-5 km
3830844750,95930,06/08/2023 16:07:31,06/08/2023 16:04:31,-3,4.35,On Time,,Ontime,2-5 km
1687314172,86120,13/03/2024 19:00:43,13/03/2024 19:03:43,3,3.7,On Time,Traffic,Traffic,2-5 km
6756007265,48609,27/07/2023 18:37:10,27/07/2023 18:42:10,5,4.05,On Time,Traffic,Traffic,2-5 km
489762747,93825,27/09/2024 16:52:39,27/09/2024 17:18:39,26,3.26,Significantly Delayed,Traffic,Traffic,2-5 km
