order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Delivery_logic,actual_delivery_status
5838302640,96795047,12/05/2023 05:46:25,12/05/2023 06:02:25,12/05/2023 06:09:25,Slightly Delayed,"£3,377.44",UPI,30907,4242,Not Valid,Good to go
1380971977,16561710,02/06/2024 13:04:55,02/06/2024 13:21:55,02/06/2024 13:16:55,On Time,"£3,117.74",Cash,52614,6655,Valid,Good to go
1221099013,35156679,23/07/2023 10:45:59,23/07/2023 11:01:59,23/07/2023 11:03:59,On Time,"£4,335.11",Wallet,60689,8589,Not Valid,Flag
6771166303,87718744,24/07/2023 04:21:07,24/07/2023 04:36:07,24/07/2023 04:48:07,Slightly Delayed,£816.38,Wallet,98179,2820,Not Valid,Good to go
7111337755,10524732,06/05/2023 05:52:44,06/05/2023 06:07:44,06/05/2023 06:04:44,On Time,"£1,550.71",Cash,84833,4083,Valid,Good to go
5562922993,62416456,06/12/2023 02:04:19,06/12/2023 02:14:19,06/12/2023 02:17:19,On Time,"£2,292.64",Wallet,73904,418,Not Valid,Flag
5630957897,69925688,18/06/2024 07:17:42,18/06/2024 07:32:42,18/06/2024 07:36:42,On Time,£827.44,Wallet,14408,468,Not Valid,Flag
1787380558,5140660,08/11/2023 17:24:58,08/11/2023 17:43:58,08/11/2023 17:45:58,On Time,"£2,066.77",Cash,95835,862,Not Valid,Flag
32613017,82594354,17/03/2023 00:20:41,17/03/2023 00:36:41,17/03/2023 00:36:41,On Time,"£2,354.28",Card,77303,3364,Not Valid,Flag
2039041670,88324928,01/11/2024 09:45:47,01/11/2024 10:05:47,01/11/2024 10:20:47,Slightly Delayed,£96.33,Wallet,31963,1003,Not Valid,Good to go
210693801,71235336,21/08/2024 03:59:25,21/08/2024 04:10:25,21/08/2024 04:12:25,On Time,"£3,561.22",UPI,14789,4184,Not Valid,Flag
8120002258,57833505,01/01/2024 00:05:08,01/01/2024 00:15:08,01/01/2024 00:11:08,On Time,"£1,213.05",Card,61526,6830,Valid,Good to go
2177917034,12402437,08/02/2024 20:03:51,08/02/2024 20:16:51,08/02/2024 20:25:51,Slightly Delayed,"£3,134.80",Card,75636,4829,Not Valid,Good to go
4254814926,59890331,21/04/2024 06:14:58,21/04/2024 06:34:58,21/04/2024 06:33:58,On Time,"£3,818.33",Wallet,1761,7830,Valid,Good to go
6074172790,14944819,26/07/2023 02:15:37,26/07/2023 02:26:37,26/07/2023 02:30:37,On Time,"£2,008.84",Wallet,3481,4057,Not Valid,Flag
3381573131,67386193,16/07/2024 00:33:21,16/07/2024 00:47:21,16/07/2024 00:42:21,On Time,£114.52,Cash,50582,7456,Valid,Good to go
3773745777,67701771,02/05/2024 14:40:25,02/05/2024 14:58:25,02/05/2024 14:58:25,On Time,"£1,488.19",Card,97135,8100,Not Valid,Flag
9251939156,89910157,30/12/2023 12:39:53,30/12/2023 12:51:53,30/12/2023 12:58:53,Slightly Delayed,£891.60,Cash,57095,7206,Not Valid,Good to go
3872982303,15484407,03/02/2024 01:04:33,03/02/2024 01:24:33,03/02/2024 01:25:33,On Time,"£1,779.45",Wallet,60234,7886,Not Valid,Flag
2625987757,10769994,01/08/2023 07:42:43,01/08/2023 07:54:43,01/08/2023 07:56:43,On Time,£169.88,UPI,51273,4569,Not Valid,Flag
3162249401,85519349,03/05/2024 13:21:58,03/05/2024 13:31:58,03/05/2024 13:31:58,On Time,"£4,406.98",Cash,47552,2221,Not Valid,Flag
3108986741,49241309,17/10/2023 19:29:19,17/10/2023 19:43:19,17/10/2023 19:44:19,On Time,"£2,401.92",Wallet,60867,6530,Not Valid,Flag
1851474741,23348269,01/11/2023 13:29:17,01/11/2023 13:42:17,01/11/2023 13:51:17,Slightly Delayed,"£3,742.79",Card,12879,8735,Not Valid,Good to go
2425099132,85016568,15/08/2023 01:15:08,15/08/2023 01:30:08,15/08/2023 01:34:08,On Time,"£2,498.22",Wallet,44245,4794,Not Valid,Flag
6706793332,6247821,09/10/2024 21:50:33,09/10/2024 22:04:33,09/10/2024 22:16:33,Slightly Delayed,£949.75,UPI,76503,8271,Not Valid,Good to go
2149289255,57579640,01/11/2024 15:00:29,01/11/2024 15:20:29,01/11/2024 15:39:29,Significantly Delayed,"£2,687.31",Cash,25251,7315,Not Valid,Good to go
1971008155,2457734,23/10/2023 22:23:41,23/10/2023 22:43:41,23/10/2023 22:39:41,On Time,"£1,866.01",Cash,30330,5472,Valid,Good to go
2087093460,59329145,11/07/2024 11:31:57,11/07/2024 11:42:57,11/07/2024 11:41:57,On Time,"£4,198.33",Card,27478,2176,Valid,Good to go
2116712588,24043135,11/11/2023 20:33:38,11/11/2023 20:48:38,11/11/2023 20:51:38,On Time,£44.35,Wallet,34078,6552,Not Valid,Flag
6054358790,59216664,26/01/2024 10:11:06,26/01/2024 10:31:06,26/01/2024 10:26:06,On Time,"£3,217.70",Wallet,52564,1880,Valid,Good to go
532660797,41008070,20/05/2024 06:25:18,20/05/2024 06:37:18,20/05/2024 06:51:18,Slightly Delayed,"£2,683.73",UPI,97547,2245,Not Valid,Good to go
1491991005,52215833,04/03/2024 08:49:03,04/03/2024 09:01:03,04/03/2024 09:01:03,On Time,"£3,472.55",Wallet,85285,3036,Not Valid,Flag
4136019599,74179536,23/03/2024 18:38:14,23/03/2024 18:52:14,23/03/2024 18:55:14,On Time,"£1,131.05",Wallet,34667,6564,Not Valid,Flag
2122832513,55028958,17/02/2024 19:48:14,17/02/2024 19:58:14,17/02/2024 20:18:14,Significantly Delayed,"£2,037.94",UPI,39396,5245,Not Valid,Good to go
3717703595,88965399,24/04/2023 21:33:02,24/04/2023 21:52:02,24/04/2023 21:51:02,On Time,"£1,756.70",Card,8041,7309,Valid,Good to go
3194733693,21866852,05/07/2023 10:13:13,05/07/2023 10:30:13,05/07/2023 10:37:13,Slightly Delayed,"£2,552.88",UPI,16623,9112,Not Valid,Good to go
4471162437,27971619,06/02/2024 12:38:50,06/02/2024 12:52:50,06/02/2024 12:52:50,On Time,"£3,355.65",Card,54708,9226,Not Valid,Flag
1609331948,8791577,04/01/2024 14:06:21,04/01/2024 14:19:21,04/01/2024 14:19:21,On Time,"£3,648.36",UPI,58721,2696,Not Valid,Flag
6920030794,70372270,24/06/2024 02:37:36,24/06/2024 02:51:36,24/06/2024 02:49:36,On Time,"£2,936.64",UPI,38745,1394,Valid,Good to go
5127172657,32293017,11/06/2024 18:11:31,11/06/2024 18:30:31,11/06/2024 18:50:31,Significantly Delayed,"£2,185.50",Cash,80034,288,Not Valid,Good to go
8607115856,15931134,09/10/2023 04:42:34,09/10/2023 04:52:34,09/10/2023 04:49:34,On Time,£739.34,UPI,85718,3015,Valid,Good to go
7154957395,60700850,09/04/2023 10:10:33,09/04/2023 10:21:33,09/04/2023 10:21:33,On Time,"£2,696.84",Wallet,63099,1915,Not Valid,Flag
2070762702,34761418,04/10/2023 10:20:55,04/10/2023 10:37:55,04/10/2023 10:52:55,Slightly Delayed,"£2,457.20",Cash,64950,5593,Not Valid,Good to go
3697242439,99361865,15/10/2024 12:30:13,15/10/2024 12:47:13,15/10/2024 12:46:13,On Time,"£2,179.49",Cash,67408,4528,Valid,Good to go
3063427913,75984768,21/09/2023 02:17:46,21/09/2023 02:34:46,21/09/2023 02:37:46,On Time,"£4,419.03",Card,24100,1492,Not Valid,Flag
2060061337,29272253,15/04/2023 22:56:08,15/04/2023 23:10:08,15/04/2023 23:22:08,Slightly Delayed,"£3,041.62",Wallet,50748,4851,Not Valid,Good to go
4625892678,80371626,18/06/2023 19:23:45,18/06/2023 19:35:45,18/06/2023 19:39:45,On Time,"£3,166.49",Wallet,40337,2018,Not Valid,Flag
6045698170,666589,24/01/2024 17:03:49,24/01/2024 17:14:49,24/01/2024 17:19:49,On Time,£222.15,UPI,16848,3220,Not Valid,Flag
7876289647,98858383,07/08/2024 07:55:29,07/08/2024 08:06:29,07/08/2024 08:18:29,Slightly Delayed,"£3,218.62",UPI,28786,9606,Not Valid,Good to go
3434084714,46836361,02/02/2024 02:54:20,02/02/2024 03:06:20,02/02/2024 03:04:20,On Time,"£1,179.41",Cash,58201,5513,Valid,Good to go
9031695663,94730288,17/01/2024 01:23:06,17/01/2024 01:35:06,17/01/2024 01:41:06,Slightly Delayed,"£2,316.01",Card,43200,5551,Not Valid,Good to go
1955989715,77862447,27/12/2023 06:52:23,27/12/2023 07:06:23,27/12/2023 07:08:23,On Time,"£1,931.35",Wallet,8135,6276,Not Valid,Flag
3459500455,16379942,18/12/2023 00:37:55,18/12/2023 00:52:55,18/12/2023 00:54:55,On Time,"£2,581.78",UPI,20504,6348,Not Valid,Flag
5953376503,79169760,25/05/2024 03:53:54,25/05/2024 04:08:54,25/05/2024 04:24:54,Significantly Delayed,£650.20,Wallet,34929,3686,Not Valid,Good to go
121874867,94529626,28/03/2023 00:53:55,28/03/2023 01:10:55,28/03/2023 01:05:55,On Time,"£2,596.92",UPI,69733,7775,Valid,Good to go
2460545397,42872865,27/10/2024 11:26:03,27/10/2024 11:38:03,27/10/2024 11:49:03,Slightly Delayed,£474.34,Wallet,50527,7031,Not Valid,Good to go
9690050839,55803572,13/01/2024 02:34:24,13/01/2024 02:44:24,13/01/2024 02:49:24,On Time,"£2,551.93",Wallet,76868,3949,Not Valid,Flag
2574349065,51547198,17/04/2024 14:33:32,17/04/2024 14:43:32,17/04/2024 14:44:32,On Time,"£4,476.55",Wallet,406,7690,Not Valid,Flag
2461936988,14428954,20/07/2023 23:11:57,20/07/2023 23:29:57,20/07/2023 23:48:57,Significantly Delayed,"£4,196.95",Cash,77590,9647,Not Valid,Good to go
6447596416,76987910,08/10/2023 18:18:29,08/10/2023 18:30:29,08/10/2023 18:26:29,On Time,"£4,965.12",Card,45656,494,Valid,Good to go
7228452275,42262168,13/05/2023 01:06:33,13/05/2023 01:25:33,13/05/2023 01:25:33,On Time,£326.42,Card,96211,9542,Not Valid,Flag
6696750742,5277675,02/04/2023 17:43:16,02/04/2023 17:54:16,02/04/2023 17:54:16,On Time,"£2,509.56",Wallet,89976,8222,Not Valid,Flag
822235931,44410149,09/08/2023 07:17:16,09/08/2023 07:27:16,09/08/2023 07:42:16,Slightly Delayed,"£4,866.15",Wallet,1773,639,Not Valid,Good to go
7678251499,17805991,23/04/2023 13:27:40,23/04/2023 13:37:40,23/04/2023 13:42:40,On Time,"£3,141.37",Cash,60822,3427,Not Valid,Flag
2497341976,9097480,21/09/2023 09:06:49,21/09/2023 09:19:49,21/09/2023 09:20:49,On Time,"£3,414.57",Wallet,42711,788,Not Valid,Flag
9107314128,79591237,20/05/2024 16:19:17,20/05/2024 16:37:17,20/05/2024 16:36:17,On Time,£545.49,Wallet,21125,6660,Valid,Good to go
9855726256,8651281,17/05/2023 07:50:53,17/05/2023 08:05:53,17/05/2023 08:03:53,On Time,£479.57,Card,59743,1416,Valid,Good to go
9398719862,14991661,19/07/2024 09:22:31,19/07/2024 09:40:31,19/07/2024 09:44:31,On Time,"£4,255.00",Card,4852,9455,Not Valid,Flag
379494532,9650263,07/07/2024 13:29:33,07/07/2024 13:42:33,07/07/2024 13:44:33,On Time,"£3,609.27",UPI,99227,2058,Not Valid,Flag
1048784963,58942207,07/09/2023 13:18:38,07/09/2023 13:35:38,07/09/2023 13:30:38,On Time,"£1,159.84",Card,35552,2538,Valid,Good to go
4386246924,69632084,27/08/2024 10:06:15,27/08/2024 10:26:15,27/08/2024 10:52:15,Significantly Delayed,"£2,026.78",Card,56384,9593,Not Valid,Good to go
2050362692,79991320,30/10/2024 11:23:04,30/10/2024 11:36:04,30/10/2024 11:39:04,On Time,"£2,363.42",Cash,16076,2265,Not Valid,Flag
4142963293,34567918,03/11/2024 03:45:46,03/11/2024 04:04:46,03/11/2024 04:07:46,On Time,"£3,686.26",Cash,74308,9263,Not Valid,Flag
9753528654,61522288,26/07/2024 07:24:16,26/07/2024 07:35:16,26/07/2024 07:33:16,On Time,£109.03,Cash,63454,8771,Valid,Good to go
8126970833,14161586,14/09/2024 20:27:40,14/09/2024 20:41:40,14/09/2024 21:07:40,Significantly Delayed,"£4,398.35",Wallet,83636,8350,Not Valid,Good to go
9747814712,16359370,16/12/2023 15:38:05,16/12/2023 15:52:05,16/12/2023 15:55:05,On Time,"£2,333.70",Wallet,33342,8165,Not Valid,Flag
6281619403,77921718,09/04/2023 18:56:42,09/04/2023 19:15:42,09/04/2023 19:10:42,On Time,"£3,374.44",UPI,12086,5214,Valid,Good to go
436184281,78614729,20/11/2023 12:36:18,20/11/2023 12:55:18,20/11/2023 13:22:18,Significantly Delayed,"£3,147.92",Card,59936,2749,Not Valid,Good to go
9799231260,22077605,07/03/2024 08:59:56,07/03/2024 09:17:56,07/03/2024 09:21:56,On Time,£872.83,Wallet,58378,7812,Not Valid,Flag
4071811527,66023110,26/07/2023 15:38:48,26/07/2023 15:51:48,26/07/2023 16:00:48,Slightly Delayed,"£1,872.01",Card,27993,100,Not Valid,Good to go
5645359563,87160527,08/08/2024 23:28:23,08/08/2024 23:45:23,08/08/2024 23:40:23,On Time,"£2,624.29",Card,45180,8474,Valid,Good to go
9411813703,62600289,25/09/2023 22:56:09,25/09/2023 23:11:09,25/09/2023 23:16:09,On Time,"£4,433.00",Wallet,32773,5238,Not Valid,Flag
4270217473,54580166,01/02/2024 08:48:55,01/02/2024 09:02:55,01/02/2024 09:02:55,On Time,£505.50,Cash,4904,9867,Not Valid,Flag
279851011,12967305,11/04/2023 09:45:14,11/04/2023 09:58:14,11/04/2023 09:57:14,On Time,"£3,495.33",Card,73623,6199,Valid,Good to go
6260524887,57081917,01/06/2024 06:43:44,01/06/2024 07:00:44,01/06/2024 06:56:44,On Time,"£2,457.11",Card,22883,3322,Valid,Good to go
5853998391,94453274,08/09/2023 02:48:14,08/09/2023 02:58:14,08/09/2023 02:55:14,On Time,£949.22,Wallet,23606,364,Valid,Good to go
9931976872,8955057,24/06/2024 05:17:20,24/06/2024 05:32:20,24/06/2024 05:28:20,On Time,"£2,487.83",Wallet,97297,9676,Valid,Good to go
8432209832,90346920,20/03/2024 03:24:23,20/03/2024 03:42:23,20/03/2024 03:54:23,Slightly Delayed,"£3,835.31",Wallet,18907,9981,Not Valid,Good to go
6023721507,8791577,07/04/2024 00:19:29,07/04/2024 00:36:29,07/04/2024 00:35:29,On Time,"£1,849.03",UPI,72197,158,Valid,Good to go
3042338919,76212152,17/05/2023 14:52:39,17/05/2023 15:05:39,17/05/2023 15:02:39,On Time,"£2,765.06",Wallet,70995,6827,Valid,Good to go
233646065,16379942,19/09/2023 22:28:29,19/09/2023 22:43:29,19/09/2023 22:48:29,On Time,£578.85,Wallet,56968,2400,Not Valid,Flag
9870610018,94033330,08/02/2024 05:23:21,08/02/2024 05:36:21,08/02/2024 05:35:21,On Time,£478.79,Card,44706,2918,Valid,Good to go
1398230967,46876240,22/04/2024 09:58:26,22/04/2024 10:13:26,22/04/2024 10:09:26,On Time,"£1,186.66",Card,92744,7040,Valid,Good to go
8615488922,92209869,04/11/2023 00:06:14,04/11/2023 00:21:14,04/11/2023 00:42:14,Significantly Delayed,"£3,803.34",Card,1328,9406,Not Valid,Good to go
2748841057,33544355,30/12/2023 05:03:21,30/12/2023 05:19:21,30/12/2023 05:43:21,Significantly Delayed,"£1,587.18",Card,11008,1719,Not Valid,Good to go
1375867721,4862761,15/07/2024 16:57:54,15/07/2024 17:08:54,15/07/2024 17:05:54,On Time,"£2,244.24",Cash,21511,548,Valid,Good to go
8595141097,96511007,31/03/2024 10:24:16,31/03/2024 10:36:16,31/03/2024 10:39:16,On Time,"£3,385.77",UPI,19332,9568,Not Valid,Flag
4673382071,21784094,16/01/2024 13:25:12,16/01/2024 13:40:12,16/01/2024 13:49:12,Slightly Delayed,"£1,479.69",UPI,97477,9551,Not Valid,Good to go
2948696008,51872499,10/04/2024 10:05:48,10/04/2024 10:22:48,10/04/2024 10:19:48,On Time,"£3,103.41",Cash,89164,843,Valid,Good to go
6839692624,64497538,19/11/2023 01:53:50,19/11/2023 02:10:50,19/11/2023 02:35:50,Significantly Delayed,"£4,464.84",Cash,44627,1835,Not Valid,Good to go
5770951298,75510747,02/10/2023 18:09:57,02/10/2023 18:23:57,02/10/2023 18:21:57,On Time,£957.11,UPI,4946,8044,Valid,Good to go
5084771819,6344345,29/08/2024 21:54:24,29/08/2024 22:05:24,29/08/2024 22:18:24,Slightly Delayed,"£1,207.68",Cash,66403,5500,Not Valid,Good to go
422403644,56548063,27/05/2023 23:26:14,27/05/2023 23:46:14,27/05/2023 23:54:14,Slightly Delayed,"£2,331.50",UPI,23782,4684,Not Valid,Good to go
7176758896,18394558,13/07/2023 12:50:53,13/07/2023 13:00:53,13/07/2023 13:01:53,On Time,"£2,640.24",Cash,75492,2866,Not Valid,Flag
8252905093,42589311,21/04/2024 23:13:31,21/04/2024 23:29:31,21/04/2024 23:30:31,On Time,"£2,315.77",Card,40596,7934,Not Valid,Flag
1488561572,75928073,27/08/2024 08:18:40,27/08/2024 08:32:40,27/08/2024 08:31:40,On Time,"£4,053.52",Cash,31495,3970,Valid,Good to go
6212984517,72702075,16/03/2024 21:47:29,16/03/2024 22:05:29,16/03/2024 22:03:29,On Time,"£1,388.01",UPI,15665,6591,Valid,Good to go
6309784337,26250082,06/05/2024 17:37:10,06/05/2024 17:53:10,06/05/2024 17:53:10,On Time,"£1,905.92",Card,23009,396,Not Valid,Flag
4613890018,53538932,24/10/2023 12:43:17,24/10/2023 13:00:17,24/10/2023 13:00:17,On Time,"£1,545.79",Wallet,82638,8307,Not Valid,Flag
3429728472,64017365,31/03/2023 08:31:30,31/03/2023 08:48:30,31/03/2023 08:57:30,Slightly Delayed,"£4,138.27",Cash,77476,2104,Not Valid,Good to go
267738904,63368244,24/10/2023 23:10:36,24/10/2023 23:24:36,24/10/2023 23:38:36,Slightly Delayed,"£3,596.07",Card,73022,8030,Not Valid,Good to go
3850416839,57081917,01/07/2024 02:05:28,01/07/2024 02:23:28,01/07/2024 02:36:28,Slightly Delayed,"£5,490.94",UPI,32659,8131,Not Valid,Good to go
3412702479,86479284,24/12/2023 07:32:20,24/12/2023 07:46:20,24/12/2023 07:51:20,On Time,"£2,344.83",Cash,35140,2577,Not Valid,Flag
2016183232,44928499,19/07/2023 04:15:07,19/07/2023 04:35:07,19/07/2023 04:46:07,Slightly Delayed,"£1,934.43",Card,38755,5767,Not Valid,Good to go
3810280204,84361534,26/10/2023 17:52:28,26/10/2023 18:06:28,26/10/2023 18:10:28,On Time,"£2,956.37",Wallet,70290,480,Not Valid,Flag
2416767295,767523,05/07/2024 03:36:54,05/07/2024 03:50:54,05/07/2024 03:59:54,Slightly Delayed,"£2,358.76",Card,28144,39,Not Valid,Good to go
2283439407,46623192,14/07/2023 02:18:09,14/07/2023 02:28:09,14/07/2023 02:32:09,On Time,"£1,216.80",UPI,58922,2848,Not Valid,Flag
4328802292,9738801,14/06/2023 19:43:21,14/06/2023 19:57:21,14/06/2023 20:15:21,Significantly Delayed,"£1,926.12",Cash,66985,1268,Not Valid,Good to go
7072715691,74195536,25/12/2023 19:14:20,25/12/2023 19:28:20,25/12/2023 19:29:20,On Time,"£2,120.77",Cash,82046,3755,Not Valid,Flag
5640741373,90298394,10/05/2024 06:46:20,10/05/2024 06:57:20,10/05/2024 06:57:20,On Time,£765.76,Card,20090,3383,Not Valid,Flag
6931094066,17159117,15/11/2023 21:59:17,15/11/2023 22:18:17,15/11/2023 22:14:17,On Time,"£2,802.27",Card,66225,7331,Valid,Good to go
3417088709,62629494,30/05/2024 17:24:44,30/05/2024 17:37:44,30/05/2024 17:58:44,Significantly Delayed,£912.29,UPI,63738,2101,Not Valid,Good to go
4424404315,9274874,16/07/2023 07:24:04,16/07/2023 07:36:04,16/07/2023 07:40:04,On Time,£494.48,Wallet,8506,1950,Not Valid,Flag
2444087306,56250563,28/07/2023 08:25:29,28/07/2023 08:35:29,28/07/2023 08:37:29,On Time,"£2,440.73",Wallet,75692,5429,Not Valid,Flag
486085268,51040116,11/12/2023 19:39:16,11/12/2023 19:51:16,11/12/2023 19:56:16,On Time,"£4,749.99",UPI,90390,4690,Not Valid,Flag
1731312620,49795571,08/05/2023 20:32:00,08/05/2023 20:42:00,08/05/2023 20:41:00,On Time,£843.21,Wallet,75316,1309,Valid,Good to go
6475582506,82529927,23/09/2023 04:50:27,23/09/2023 05:01:27,23/09/2023 05:05:27,On Time,"£3,895.25",Wallet,52304,2425,Not Valid,Flag
1868581378,93198324,29/03/2024 18:27:14,29/03/2024 18:43:14,29/03/2024 18:47:14,On Time,"£2,065.81",Card,38861,6383,Not Valid,Flag
8884235937,20298398,09/08/2024 11:51:55,09/08/2024 12:01:55,09/08/2024 12:09:55,Slightly Delayed,"£1,655.60",UPI,81977,8826,Not Valid,Good to go
4590662628,87200291,10/01/2024 11:48:31,10/01/2024 12:02:31,10/01/2024 12:17:31,Slightly Delayed,"£3,148.95",Cash,18200,5462,Not Valid,Good to go
992302540,32203588,26/11/2023 21:32:11,26/11/2023 21:51:11,26/11/2023 21:54:11,On Time,£198.72,Wallet,12863,956,Not Valid,Flag
7169974633,59110513,16/10/2024 16:03:22,16/10/2024 16:22:22,16/10/2024 16:21:22,On Time,"£2,475.21",UPI,69861,4905,Valid,Good to go
6703651257,93198324,17/01/2024 01:26:31,17/01/2024 01:43:31,17/01/2024 01:46:31,On Time,£727.87,Card,4285,5882,Not Valid,Flag
7180810221,20940403,10/09/2023 16:44:46,10/09/2023 16:58:46,10/09/2023 17:07:46,Slightly Delayed,£657.80,Cash,59848,754,Not Valid,Good to go
